date,me,52w,abr,abturn,adm,ag,ala,alm,am,ami,ato,beta,betadm,bl,bm,cdi,cei,cfp,ch4mkt_beta,ch4pmo_beta,ch4smb_beta,ch4vmg_beta,cs,ct,cta,cvd,cvturn,dbe,dbeta,dcoa,dcol,de,dfin,dgs,dm,dnca,dncl,dnco,dnoa,dpia,droa,droe,dsa,dsi,dss,dtvm,dwc,ebp,em,ep,esm,etr,fscore,gad,gpa,idsc,idsq,idvc,ig,indmom,ivg,m1,m11,m24,m3,m6,m60,mchg,mdr,ndp,noa,oacc,ocfp,ol,opa,ope,oscore,pm,rdm,rds,rna,roa,roe,rs,season,sg,sgq,sp,sr,sue,tacc,tan,tbi,tes,ts,turnm,tv,vcf,vdtv,vturn
2000-01-31,-0.09491746580341984,0.0662905899138807,0.09090485122789513,-0.20133696403479356,-0.06616489298267902,0.03456185401168288,,,-0.23475634001671009,-0.10606742673647136,0.007674844161853822,0.018278751990289582,-0.020307736990926473,0.09651884916280773,-0.19822724790699991,0.04333196145875928,0.10062258516202302,0.008574235502864708,,,,,0.06880882213663882,0.05471497222036646,0.1291972353206179,0.11287595194005491,0.10633651688053428,0.06063271950102217,0.04385920386647327,-0.01982978121227677,0.025284519467922595,-0.007647453770686791,-0.07537749554359571,0.05888189100160923,-0.20688717226071646,0.026464954157205844,0.013044079151169508,0.03456215783744651,-0.09067027462303859,-0.03126892967854697,0.10536724544303169,0.10206549479604968,0.10149028974867724,0.10493176176550495,0.05509615712468274,-0.14567979746972892,0.043857073355774046,-0.22673093746020553,-0.06669758971580858,0.045408366713581574,0.048108167162877635,0.07823654525809619,0.11068274490236457,-0.02759188396415843,0.11804454787745951,0.042168806144592855,0.013091275798880142,-0.022165733351675293,0.06178657614931227,0.11524927218598038,-0.10499699740913074,-0.14853457856551128,0.22753591391766564,-0.13740084455935103,0.011524910977912306,0.1011873409502351,-0.042548574436338596,-0.06775106544063847,-0.14398271712834826,0.12492696361168644,0.034905570227168836,0.09427401169045749,-0.014406733483767059,0.050533135002701055,0.12919586150886292,0.07048037623952941,0.17768855777384562,0.09736429568959784,-0.14792041350052337,-0.020518393003799845,0.013229789249654483,0.16359554156423428,0.16039178913231064,0.02030197683271298,0.0905779936565252,0.13813441445302718,0.09261087680514038,-0.13847992888383515,0.10066413932694762,-0.01967744221077733,-0.16628587618251037,0.04337685194820551,-0.012559697823199933,0.010002729051131254,0.03840645999895545,-0.16502216997287078,-0.041976892712622865,,-0.061902023117388114,-0.03718662053366974
2000-02-29,0.028599102676054172,-0.02432478342132853,-0.044196798435540335,0.02232508023790139,-0.04530034045913227,-0.034589236007221025,,,-0.08076680383991398,0.022002688615419735,-0.053874475666641414,-0.03472652479041266,-0.007464509142571102,-0.09160194184200371,-0.06422955307213904,0.021180025462254448,0.042638590889759645,0.015298949612413432,,,,,0.04745470115357507,0.07446151966335984,-0.026174096842634526,0.13827574867265655,0.06316818554259347,-0.037273285989364066,0.033395823748754494,0.01002941052653189,-0.03211520807187482,-0.01053342974501073,0.062242749384013446,0.0468159467921308,-0.03763599171086099,0.06786028668929842,0.043079078324332276,0.053714196678893475,0.015037039946889208,-0.011349958215609884,0.02508162143177134,0.008489384699577635,0.01966696536518682,-0.018287369648456175,0.014670285474451275,0.045674120172209634,-0.04630272839031124,-0.06750393870050193,-0.02750984859618197,-0.08314689186623375,0.02733770705257113,0.03051890284326264,-0.00039915733745728155,-0.05715098788031195,-0.05187206983960933,0.037234246358416004,0.04745890825110223,-0.11584492337271429,0.0708380328664529,-0.00885905542922344,-0.0004404133998799076,0.02688501340001552,0.023807893765127486,-0.014038241979850125,-0.01505256610637773,-0.03049566025042083,0.04596091419101525,-0.030643569675245064,-0.028948945737430898,-0.037113618462582904,-0.0550675661818707,-0.033398004496875466,0.015592121056997588,0.07748362162461139,-0.06911091405084598,-0.0673582977873277,0.040153366920500824,-0.06572277013505663,-0.012061073469231492,-0.06710716991242495,-0.037780054968091614,-0.06845023256002031,-0.012945227847970447,0.018811972336881227,0.10717895845160057,0.028666959619357807,-0.05955016129446866,-0.0161466704711882,0.0029993769074701804,0.032551495742839,0.007342700677382935,0.01789498970300986,-0.03022220048435044,0.01634762307378701,0.016153521194859286,0.024143905734540783,-0.04618712849193865,,0.039634888681663163,0.030884752016815578
2000-03-31,0.16135856671132906,-0.07078857975521913,0.017109049313582106,0.0993904685719929,0.03988197295986774,-0.0392143884869629,,,0.11758740509687338,0.12384309010060371,0.039164845839185156,0.08809430367896948,0.11020520462994793,0.006988969507249587,0.12353223487237552,-0.007677145034666766,-0.05533643310461278,0.04492619944730474,,,,,0.024641823870728885,-0.059106137351987734,-0.05473620653689176,0.08735653668080809,0.031247607802159526,-0.08233073089412082,-0.067994061990812,-0.007089357512222089,0.02973551327643164,0.029746722161843805,-0.0051162399975057254,-0.07626508494662051,0.08626255831858802,0.009417302795459395,-0.020147223774578525,0.01024831860680428,0.045281845184551486,0.02168401526395513,-0.025288319707801855,-0.039612613826165426,-0.01559665821205309,-0.02729818550496552,-0.055816370991281505,0.17521910192094733,0.020440001472545544,0.12323194952354967,0.01833411723265454,-0.04928972999420647,-0.06478373235560077,-0.12263734510355226,-0.1450915048760925,0.03677160975189548,-0.1164982214717135,0.023992295258694174,0.03656388466509521,0.0639038064315635,0.005662214041361302,-0.0900638533809833,0.0056147306036587186,0.07292695375977135,-0.11392462761848171,0.10938669559822566,-0.09684133835853545,-0.08158636715467887,0.11027685327573117,-0.054765291728692,0.11028089202374594,-0.07298506072987503,-0.0015097408094432996,-0.04201242857241216,-0.01905523088178422,-0.044946846787513144,-0.12565976254480402,-0.1388525561459698,0.06868793675566978,-0.08521197090116009,0.11342843727101096,-0.052568229255171725,0.0450062941442215,-0.1416786537129073,-0.1443906277214016,-0.056244334960087614,-0.0718328806964121,-0.06821062270451672,-0.049315134217287386,0.033770602645656185,-0.03970544532076453,-0.11140921232777873,0.09031334802475707,-0.03768179174665222,-0.002916922243241901,-0.02372621180822524,0.02718584641205008,0.11101046240575471,0.09137792255018375,,0.18436689111682622,0.06956441441569988
2000-04-30,0.02046845555056497,-0.02847761712462588,0.006756274602834614,0.05375547058980375,0.013036929039425304,0.016018532925607447,,,0.06515574859813833,0.026968870383216572,0.0016614381190582159,0.08533415597069824,0.08265412953384887,0.026680461955546787,0.06047984118158102,-0.02864146008571788,-0.06250235044890343,-0.010729685139784017,-0.06153209246098152,-0.008647894984528098,-0.01359445145340386,0.04942642892275578,0.05938837795058469,-0.022847896754219804,0.034571296262805765,0.028984714390403395,0.004651765996507452,0.03926587112313769,0.034225425463150744,-0.0336599928258425,0.018164549145489386,0.02496096683888884,0.003791736650850936,0.0249948077910067,0.061877254420123665,-0.015152626308656516,0.026687612408484825,-0.010939541019113761,-0.032339744925312226,0.025340301191430506,-0.05267375284423607,-0.03913550484834231,-0.004803427375720977,-0.046163982461708504,0.01352801791377234,0.0854986230345188,0.044486596055603074,0.08076616052043241,0.028701435944868008,0.018154506661136584,-0.051604359663498287,-0.048307765132468344,-0.030967780779569354,-0.0271937747897461,-0.010218389529554872,0.00994564410507426,0.026478007062415546,0.04866575930905417,0.02184963127643544,-0.053501239867908654,0.01238331551688368,0.011613707584881311,-0.022269050719340457,0.03832527289456451,-0.04196503767977235,-0.02820861865935711,-0.029605827350926275,-0.033759682480157954,0.06332012559135634,-0.02215918785534352,0.008875895616365675,0.048476663414943874,0.02458515480395807,-0.04113218744348134,0.010201039075773058,-0.004974727980561831,-0.035420903668770196,0.010705127877237632,0.051705471453076156,0.008405747662806473,-0.01196804228677787,-0.0011309589187947187,-0.010296978283554524,0.008202085527848443,0.016034831352740697,0.018494741943935456,-0.06323946050798665,0.04467600297215101,0.05550394649613928,0.08853519079913816,-0.03525420080065058,-0.005381672755156455,-0.012478656776356897,0.027629076868110423,-0.017997113623648486,0.08224871928524807,0.07955036350262272,-0.03978203018291434,0.0504250514209618,0.05611094863132357
2000-05-31,0.0759734208669785,0.0634974989625878,0.005316356617943784,-0.05596202384787309,-0.01245868002208873,-0.034012421786609036,,,0.05406254720330837,0.045855281787262225,0.016751178055859954,0.04105732667218057,0.021355663234882753,0.002835400865067894,0.06964160733753895,-0.021262854106533842,-0.025737224085130288,0.02959517080776085,-0.05920867878873666,-0.016132322355094948,0.03415033106175312,0.05657148699533203,0.02337549178769173,0.006280106782963934,0.00517964134126005,0.0048638983629560005,0.010169280942371791,-0.027626858197057496,-0.013525832066126627,-0.00702778235025457,-0.015244465147068393,0.004166724582689754,-0.005311332927348972,0.00043195081002271596,0.023207052082126946,-0.002675348401999224,-0.023560174487615503,-0.0016601116606462466,0.0019595607170910644,0.005816907278439214,0.0070286402987773736,0.014001380897544121,0.009498708638192396,-0.009197195856478926,-0.015547737354310403,0.03216966335290657,-0.0020279564511737312,0.06756001771567355,0.0662092632505205,0.004121707590367021,0.06382659987706298,-0.012281580603666947,-0.14039397285799363,-0.0053974108835322995,-0.0332808918163956,-0.01510130112706169,0.018785271487907824,0.03936128742486257,-0.07160114225234011,-0.002029104120177288,-0.022410904034297102,-0.018248311635287694,-0.031976176846848,0.024183038016887794,0.0051805072276333245,-0.022097275424904625,0.022653668429114905,-0.001078601413985695,-0.012840232448722198,-0.022960984943787725,-0.015379293230366223,0.015357885725354833,-0.022618869784561405,0.028294108806740815,-0.024458389783081503,-0.0442796845836429,0.03568391919461007,-0.00733770840418288,0.02749891799754966,-0.02223047154889185,0.007929510818907776,-0.03620979059000537,-0.02643204988357674,0.039577653582513285,-0.04095922483914329,-0.01983285591017466,-0.009264556685617658,0.0591870999220884,-0.02867433649474984,0.053949061894646086,-0.006959947503508418,-0.025048816736774088,0.03178882472678393,-0.03240705321010709,-0.0039297849120685305,-0.04666828457273543,0.03375470166041849,0.017661852954273284,0.06946177646284311,0.026307463939136442
2000-06-30,-0.003904351466675035,-0.014975255105853383,-0.007523919229979477,-0.011550351566769096,0.06164699477102709,0.008351806212434677,,,0.09012055093609778,-0.04416638059070592,-0.0023245799905481715,0.019734287876631076,0.030934251007789737,-0.02455633413910914,0.06544639634799723,-0.03070322185786977,-0.09103777561760437,0.04031734859589301,0.007624677509131523,-0.006544342306119402,0.002104087866858983,0.10641828425980657,0.00696577979909715,0.022468474539870525,0.006442755048318073,-0.0078697826994998,-0.011973472167243444,-0.03638787057202223,-0.031693721016539125,-0.014305941462992348,0.019339752461391017,-0.020523241528765078,0.0012706206327431947,-0.025655184186778677,0.0629151041966174,-0.024694223527736356,0.037900364780099054,-0.02715865747670237,-0.004621260146529235,0.04606172773211371,-0.018102569915783823,-0.012738602406776153,0.027685530334972522,0.01605215858606149,-0.02036483392961333,0.04796220832687887,0.03990484842708953,0.0743806904473019,0.06327607667983878,0.0479353938256083,0.018290076288348698,0.015983110698402508,-0.03316621800948742,0.017979666677456898,0.021050828852293924,-0.030399172571522963,-0.024973129132030945,0.08639774806110316,-0.015735690887168148,-0.06920606883485098,0.028966312945471275,0.0009353815782938504,-0.07258623931612279,0.0544042333958808,-0.04941057389010953,-0.07328895432447044,0.01208207617814073,0.04936815015185694,0.006817689262902521,-0.02472406251880656,-0.0016872622873772627,0.0025754442040831407,0.016534185566385008,-0.006591078857171709,-0.0037270869995019544,0.026437983721499057,-0.04461249346297853,-0.013098610907496557,0.0627751412834292,0.009595767801211965,-0.012427745650666512,-0.01771866662906675,-0.015309144606182639,0.034816798178729506,0.004631988071845693,0.033307822052041684,0.05026452454012541,0.06299858289938537,0.021637147392624637,0.026675553822482375,0.034013872656574906,0.001197767294202577,0.059340153634118736,0.02094825045394577,-0.026137928484734705,0.024794869154086942,0.07605819415536272,0.02866841329658674,0.030822263636982736,0.02016922961318794
2000-07-31,0.02489511484206326,0.028053152272392804,0.021163003616426732,-0.038040761609249185,0.01067161091760091,-0.015360969774537818,,,0.06164019090104489,-0.0032344983108455044,-0.029007653565908655,0.05039961067135934,0.037846338907229826,0.003940051242440679,0.06702205071585356,-0.011552873731355221,-0.01663852228242714,0.0472853076704364,-0.01691064444364718,0.015551979110618452,0.031297260856728265,0.046696109585132636,0.003875734916704128,0.004314022961488424,-0.011017766171783974,0.002440149417135506,0.012782023568143994,-0.02437396645249038,0.00853285947352887,-0.008022595471101686,-0.005780193217312338,0.0038037664139337693,0.02829215358285289,-0.0038463265316236867,0.04469266241118349,-0.011927577922619101,0.013737530358002542,-0.009375530635313815,0.006891832120201568,-0.023968993213150415,-0.0001793826709804748,0.007707438074807799,0.025279094695521403,0.03886844531454218,-0.003139208298139594,-0.003907953908908659,0.004951622148750258,0.06163518622263968,0.023869603054617477,0.024054490765127008,-0.03219633702121207,0.03960274085708704,0.025946792841322567,-0.011259912149732817,-0.05621520046361379,0.0025771224565428116,0.009451204066166913,0.0418012097240228,0.027868002303139686,0.002969042278419605,-0.013789587215014866,-0.014176694367770044,-0.021482445724800035,0.0391277248130789,0.04129402148721667,-0.005092985959063063,0.08437758128384061,0.014701422835610711,-0.011119677060195326,-0.05023499308100236,-0.007353594915652344,0.01027611991240784,0.03337675402721155,0.009287918636802797,-0.037505399080678,-0.04103301146586308,-0.014754998634703947,-0.009244785878916563,0.05810862344673615,-0.019320904333216583,-0.019492073147339396,-0.025882953207509024,-0.03132004425146598,-0.014348290605048768,-0.04400923821371652,0.007483016558853396,0.03896525459778816,0.044002363193466454,0.010722787731988231,-0.03438740019728724,-0.03406002026283473,-0.024380057628902177,0.026382128320001662,0.018354903106779966,-0.0022141484919013243,-0.03584431666421938,0.05758697631243872,0.010761212746993048,0.019938571772591777,-0.004647395845426564
2000-08-31,0.05152764399865262,0.012463846735523481,-0.014184361565900958,0.02694418909938361,0.007965999467062541,-0.022802594062982143,,,-0.016752260712743702,0.06478128800891025,-0.001441588316333892,-0.0019189312921081385,0.02908088003247828,-0.012186579701404913,-0.0203091345661909,-0.023373170693808478,0.013479482366199941,0.011990089770975558,-0.03954905776719343,0.010853555037512643,0.015218593240620916,-0.023374836203145795,-0.0025962259650456716,0.0025323336270305676,-0.01782572709336584,0.02412128838461448,0.01775559990175113,-0.04366820683562954,0.015016028316179257,-0.031551320095743664,0.007007364181667145,-0.010757994124076953,-0.01114731184700811,0.016753048576874426,-0.010332779805675107,0.023021965900608905,-0.0007738413737939489,0.023816689726601947,-0.019606595785925184,-0.0012520345259544197,-0.009251128767661494,-0.031754295075508636,0.015965817339102024,0.013591372776651603,0.014777249381403141,0.06867012239836989,0.02964561499247221,-0.015594253281129218,-0.02234111815796254,-0.05268275614922106,-0.04185255012108752,-0.027025063305304124,-0.09312044161349584,-0.023801345115747257,-0.059813448523987844,-0.0013305330261203056,0.016116088462397878,-0.01752885308452851,-0.015931806962683703,0.0003094675368566658,-0.013385126857511507,0.013297298320413709,0.042630683473923986,0.0057175504567891135,0.013336297054117078,0.03784887300895472,0.07701195755908805,-0.033976616147397026,0.005364819360800529,0.001125503930021374,-0.01141452449093701,-0.028214638327814984,-0.036218294556236375,0.012084200023346838,-0.036116564925172616,-0.05652092129547062,0.05704882535401035,-0.05951610082872429,0.0074852432188163,-0.011673853303581283,0.016096103516489768,-0.03143143858547117,-0.024255045387204514,-0.004727075375984666,0.01012824966472962,-0.02808090210038846,-0.004692292591361237,-0.017302899063441433,-0.02964312701374144,-0.07741870294110487,0.004006601639387375,0.021193247004379943,0.03516302804609224,-0.004031733006917876,0.011845474227595798,0.014973470163080767,-0.012964814737576666,0.03762255906855294,0.041765326945606085,-0.0232411455030111
2000-09-30,0.04001583359143198,0.05818574708282314,-0.003288240736889027,0.007360579928935532,-0.014112490009170794,-0.021911575298458087,,,-0.02637815464781424,0.03867371054535914,0.008263044017130482,0.004361557595023435,0.007487869160242206,0.010927958520772031,-0.04433114250305498,0.0164145147048217,0.03189906596194461,0.007503620416694626,-0.006232229011864689,-0.029362659117141927,0.026928391888728025,-0.031011131922898304,0.034662100004470835,0.012306297352258674,0.011646582293577026,0.038158251483898994,0.010924897735657548,-0.025288802178886842,0.014904328602468722,-0.01841804441035701,0.00404469200994783,0.009034233012738584,-0.01557771506853093,0.01551049663079631,-0.03713407103000403,0.00855255373030895,0.0011826790950440619,0.014693923336191912,-0.0005208468658781523,-0.009025657551413255,0.03364283333086426,0.034260110920009405,0.0015356001076458,0.016705667578158993,-0.0004164612552546715,0.026159819636442677,0.010795495928778064,-0.03738465597526762,-0.021873786530156654,-0.03427626392887145,0.018238893322692143,-0.01183086917137715,0.053067082864198055,-0.003864116741320013,-0.040882132659566084,0.009063958871299037,0.0010993528213275872,-0.022668307058808446,0.03540296122539161,0.05372326181082677,0.000597131580306956,-0.04458110689064479,0.03947877431911728,-0.02397320674338086,0.03837301058273937,0.062007700837417135,-0.001490587607333324,-0.021704222953195233,-0.018100587383169407,0.03365207967475589,-0.008155188606000313,-0.01265804229084587,-0.02996262764170004,0.004467773007012253,-0.010898731961153152,-0.038965541900006534,0.06366217166325411,-0.01312294596734262,-0.026291576624028857,-0.006957922650374974,0.01787256617505878,-0.013933282718419981,-0.016758961595229105,-0.03167524936415109,0.009079643370627846,-0.01688632268527157,0.014287886793301452,-0.022116541679642637,-0.016760087100243286,-0.020154687873516368,0.013947528435265436,0.009145745622331732,0.001218233643190042,-0.002259465538349145,-0.02287577883556016,0.01673553077208994,-0.012502807227423807,0.04699813812582777,0.041821581798518935,0.0017468168521880198
2000-10-31,0.06587830726481468,0.043783525424781505,0.012774048100144736,-0.03091905881111471,0.012051730709508053,-0.04353851649130533,,,0.029281573508952517,0.028601609299343377,0.0025425131007635916,-0.048153930251633725,-0.0281090774491266,0.006190092425545465,0.024742268856493946,-0.00400832771558423,-0.04652475969230671,-0.010669489828805064,0.023200273642971406,0.03289980285228236,0.041103200324525455,0.025184556642495907,-0.00030390002486071176,-0.025382353349736618,-0.027045578301606695,-0.024073515723417593,-0.015976551159878817,-0.051451228138815364,-0.030654722609246954,-0.0309146923513778,-0.018269585757889454,-0.0006782584695484081,-0.002274795012927173,-0.027307211684700357,0.015855734705672173,0.01831587806698428,0.02437268455848347,0.019767312179924487,0.0078089711580689915,-0.0001531231513614631,-0.02713542871444259,-0.02757435135395767,-0.020960584456688646,0.012855049241822672,-0.017800461924126612,0.026606103716415773,0.01620532953404733,0.023735567796542435,-0.0016206625274417172,-0.04730777339900451,0.028497710375606493,-0.02161079695406435,-0.051850720730925184,-0.012028810948823226,-0.06266879475149394,-0.03997111640692703,-0.03418492480063638,-0.02168413455940952,-0.010442383935557072,0.023689339946715876,-0.03788101240973519,-0.02543053251401656,-0.030220908636612736,0.027685198193081816,0.028332482554997263,0.01816935149077929,0.013124375854867816,-0.035385813405527364,-0.03503991074388471,-0.007155004052974038,0.006425396025296222,0.01966388102773335,-0.010165737511208521,-0.005993414158093069,-0.06486469928776208,-0.05806842224555751,0.013827297658198533,-0.05403802818721509,0.03192216447096027,-0.01498189283262701,0.003361317765256059,-0.07693249647160919,-0.07744919732003862,-0.02160299934198545,-0.014124353664062797,-0.034752424160272535,-0.016697645338355632,0.008150605192137226,-0.04718831174770111,-0.03116429613953167,-0.0006136351824950932,-0.005405880232569677,-0.0013641838899971434,-0.04294553898144448,-0.0046844719127893675,-0.036094155228273424,-0.02900250710061148,-0.00415041033237196,0.024063729276120372,-0.056644849302072836
